latitude,longitude,avg_wind_speed,solar_potential_index,wind_speed_increase_rate,renewable_score
33.5186,-86.8104,5.487916333333334,4.5633333333333335,47.81676071089706,70.70901820398132
33.4484,-112.074,5.487916333333334,6.603333333333333,47.81676071089706,86.01667203089477
34.7465,-92.2896,5.487916333333334,4.583333333333333,47.81676071089706,70.85909324150009
34.0522,-118.2437,5.487916333333334,5.6933333333333325,47.81676071089706,79.18825782379122
39.7392,-104.9903,5.487916333333334,5.599999999999999,47.81676071089706,78.48790764870367
41.1792,-73.1894,5.487916333333334,4.033333333333334,47.81676071089706,66.7320297097342
39.7391,-75.5398,5.487916333333334,4.336666666666666,47.81676071089706,69.00816777876872
30.3322,-81.6557,5.487916333333334,4.906666666666666,47.81676071089706,73.28530634805335
33.749,-84.388,5.487916333333334,4.67,47.81676071089706,71.50941840408137
21.3069,-157.8583,5.487916333333334,5.773333333333333,47.81676071089706,79.78855797386626
43.615,-116.2023,5.487916333333334,5.366666666666667,47.81676071089706,76.73703221098484
41.8781,-87.6298,5.487916333333334,4.036666666666666,47.81676071089706,66.75704221598733
39.7684,-86.1581,5.487916333333334,4.163333333333333,47.81676071089706,67.70751745360613
41.5868,-93.625,5.487916333333334,4.333333333333333,47.81676071089706,68.9831552725156
37.6872,-97.3301,5.487916333333334,5.0,47.81676071089706,73.9856565231409
38.2527,-85.7585,5.487916333333334,4.276666666666666,47.81676071089706,68.55794266621244
29.9511,-90.0715,5.487916333333334,4.693333333333334,47.81676071089706,71.68450594785327
43.6591,-70.2568,5.487916333333334,4.2,47.81676071089706,67.98265502239053
39.2904,-76.6122,5.487916333333334,4.37,47.81676071089706,69.25829284129999
42.3601,-71.0589,5.487916333333334,4.066666666666666,47.81676071089706,66.98215477226546
42.3314,-83.0458,5.487916333333334,3.9466666666666668,47.81676071089706,66.08170454715291
44.9778,-93.265,5.487916333333334,4.1466666666666665,47.81676071089706,67.5824549223405
32.2988,-90.1848,5.487916333333334,4.6899999999999995,47.81676071089706,71.65949344160012
39.0997,-94.5786,5.487916333333334,4.603333333333333,47.81676071089706,71.00916827901884
45.7833,-108.5007,5.487916333333334,4.716666666666667,47.81676071089706,71.85959349162515
41.2565,-95.9345,5.487916333333334,4.533333333333333,47.81676071089706,70.48390564770318
36.1699,-115.1398,5.487916333333334,6.663333333333334,47.81676071089706,86.46689714345106
42.9956,-71.4548,5.487916333333334,4.083333333333333,47.81676071089706,67.1072173035311
40.7357,-74.1724,5.487916333333334,4.17,47.81676071089706,67.7575424661124
35.0844,-106.6504,5.487916333333334,6.533333333333334,47.81676071089706,85.49140939957914
40.7128,-74.006,5.487916333333334,4.113333333333333,47.81676071089706,67.33232985980925
35.2271,-80.8431,5.487916333333334,4.776666666666667,47.81676071089706,72.30981860418143
46.8772,-96.7898,5.487916333333334,4.04,47.81676071089706,66.78205472224046
39.9612,-82.9988,5.487916333333334,4.0,47.81676071089706,66.48190464720294
35.4676,-97.5164,5.487916333333334,5.113333333333333,47.81676071089706,74.8360817357472
45.5051,-122.675,5.487916333333334,3.64,47.81676071089706,63.780553971865274
39.9526,-75.1652,5.487916333333334,4.2299999999999995,47.81676071089706,68.20776757866867
41.824,-71.4128,5.487916333333334,4.093333333333333,47.81676071089706,67.18225482229047
32.7765,-79.9311,5.487916333333334,4.946666666666666,47.81676071089706,73.58545642309087
43.5446,-96.7311,5.487916333333334,4.3999999999999995,47.81676071089706,69.48340539757812
36.1627,-86.7816,5.487916333333334,4.38,47.81676071089706,69.33333036005936
29.7604,-95.3698,5.487916333333334,4.553333333333334,47.81676071089706,70.63398068522196
40.7608,-111.891,5.487916333333334,5.359999999999999,47.81676071089706,76.68700719847857
44.4759,-73.2121,5.487916333333334,3.893333333333333,47.81676071089706,65.6815044471029
36.8529,-75.978,5.487916333333334,4.456666666666667,47.81676071089706,69.90861800388129
47.6062,-122.3321,5.487916333333334,3.6466666666666665,47.81676071089706,63.83057898437152
38.3498,-81.6326,5.487916333333334,4.056666666666667,47.81676071089706,66.90711725350609
43.0389,-87.9065,5.487916333333334,4.1000000000000005,47.81676071089706,67.23227983479674
41.14,-104.8202,5.487916333333334,5.2633333333333345,47.81676071089706,75.96164451713791
33.5186,-86.8104,5.433905666666667,4.5633333333333335,16.375081071991925,70.35012034432933
33.4484,-112.074,5.433905666666667,6.603333333333333,16.375081071991925,85.65777417124278
34.7465,-92.2896,5.433905666666667,4.583333333333333,16.375081071991925,70.50019538184807
34.0522,-118.2437,5.433905666666667,5.6933333333333325,16.375081071991925,78.82935996413923
39.7392,-104.9903,5.433905666666667,5.599999999999999,16.375081071991925,78.12900978905168
41.1792,-73.1894,5.433905666666667,4.033333333333334,16.375081071991925,66.3731318500822
39.7391,-75.5398,5.433905666666667,4.336666666666666,16.375081071991925,68.6492699191167
30.3322,-81.6557,5.433905666666667,4.906666666666666,16.375081071991925,72.92640848840135
33.749,-84.388,5.433905666666667,4.67,16.375081071991925,71.15052054442937
21.3069,-157.8583,5.433905666666667,5.773333333333333,16.375081071991925,79.42966011421427
43.615,-116.2023,5.433905666666667,5.366666666666667,16.375081071991925,76.37813435133283
41.8781,-87.6298,5.433905666666667,4.036666666666666,16.375081071991925,66.39814435633532
39.7684,-86.1581,5.433905666666667,4.163333333333333,16.375081071991925,67.34861959395413
41.5868,-93.625,5.433905666666667,4.333333333333333,16.375081071991925,68.62425741286359
37.6872,-97.3301,5.433905666666667,5.0,16.375081071991925,73.6267586634889
38.2527,-85.7585,5.433905666666667,4.276666666666666,16.375081071991925,68.19904480656044
29.9511,-90.0715,5.433905666666667,4.693333333333334,16.375081071991925,71.32560808820126
43.6591,-70.2568,5.433905666666667,4.2,16.375081071991925,67.62375716273853
39.2904,-76.6122,5.433905666666667,4.37,16.375081071991925,68.89939498164799
42.3601,-71.0589,5.433905666666667,4.066666666666666,16.375081071991925,66.62325691261347
42.3314,-83.0458,5.433905666666667,3.9466666666666668,16.375081071991925,65.7228066875009
44.9778,-93.265,5.433905666666667,4.1466666666666665,16.375081071991925,67.2235570626885
32.2988,-90.1848,5.433905666666667,4.6899999999999995,16.375081071991925,71.30059558194813
39.0997,-94.5786,5.433905666666667,4.603333333333333,16.375081071991925,70.65027041936683
45.7833,-108.5007,5.433905666666667,4.716666666666667,16.375081071991925,71.50069563197314
41.2565,-95.9345,5.433905666666667,4.533333333333333,16.375081071991925,70.12500778805119
36.1699,-115.1398,5.433905666666667,6.663333333333334,16.375081071991925,86.10799928379906
42.9956,-71.4548,5.433905666666667,4.083333333333333,16.375081071991925,66.7483194438791
40.7357,-74.1724,5.433905666666667,4.17,16.375081071991925,67.39864460646038
35.0844,-106.6504,5.433905666666667,6.533333333333334,16.375081071991925,85.13251153992712
40.7128,-74.006,5.433905666666667,4.113333333333333,16.375081071991925,66.97343200015723
35.2271,-80.8431,5.433905666666667,4.776666666666667,16.375081071991925,71.95092074452943
46.8772,-96.7898,5.433905666666667,4.04,16.375081071991925,66.42315686258846
39.9612,-82.9988,5.433905666666667,4.0,16.375081071991925,66.12300678755093
35.4676,-97.5164,5.433905666666667,5.113333333333333,16.375081071991925,74.47718387609521
45.5051,-122.675,5.433905666666667,3.64,16.375081071991925,63.42165611221327
39.9526,-75.1652,5.433905666666667,4.2299999999999995,16.375081071991925,67.84886971901666
41.824,-71.4128,5.433905666666667,4.093333333333333,16.375081071991925,66.82335696263847
32.7765,-79.9311,5.433905666666667,4.946666666666666,16.375081071991925,73.22655856343887
